id,statement,choices,correct_option,kai,kamoku,problem_no,theme,has_theme
h28b-kansa-14-e,"財務諸表の重要な虚偽表示リスクと内部統制との関係に関する出題である。
監査に関連する内部統制のほとんどは財務報告に係る内部統制であるため，重要な虚
 偽表示リスクを評価するに当たっては，監査人は財務報告に係る内部統制の全てを監査
 に関連する内部統制として理解しなければならない。","[""正"", ""誤""]",1,h28b,kansa,14,財務諸表の重要な虚偽表示リスクと内部統制との関係,true
h28b-kansa-15-a,"専門家の業務の利用に関する出題である。
監査人は，監査人の利用する専門家が，業務を依頼した外部の専門家である場合に は，監査人の目的に照らして当該専門家が必要な適性，能力及び客観性を備えているか どうかを評価しなければならないが，監査人の利用する専門家が監査人の雇用する内部 の専門家である場合にはその必要はない。","[""正"", ""誤""]",1,h28b,kansa,15,専門家の業務の利用,true
h28b-kansa-15-i,"専門家の業務の利用に関する出題である。
監査人の利用する専門家と監査人との間での，専門家の業務の内容，範囲及び目的に
 ついての合意並びに監査人及び専門家のそれぞれの役割と責任についての合意は書面に
 よらなければならない。","[""正"", ""誤""]",1,h28b,kansa,15,専門家の業務の利用,true
h28b-kansa-15-u,"専門家の業務の利用に関する出題である。
監査人は，除外事項付意見を表明する場合において，監査報告書において専門家の業
 務を利用したことに言及するときは，必要に応じて当該専門家の同意を事前に得るとと
 もに，当該記載が監査意見に対する監査人の責任を軽減しないことを監査報告書におい
 て示さなければならない。","[""正"", ""誤""]",0,h28b,kansa,15,専門家の業務の利用,true
h28b-kansa-15-e,"専門家の業務の利用に関する出題である。
監査人の利用する専門家の業務が監査人の目的に照らして適切ではないと判断した場
 合の監査人の対応としては，当該専門家又は他の専門家に対する追加業務の依頼と，監
 査人自身が当該状況において適切と判断する追加的監査手続の実施とがある。","[""正"", ""誤""]",0,h28b,kansa,15,専門家の業務の利用,true
h28b-kansa-16-a,"監査調書に関する出題である。
監査人は，実施した監査手続の種類，時期及び範囲の文書化においては，監査手続を 実施した者を記録することに加えて，査閲をした者を記録することも求められている が，監査調書の査閲の記録は必ずしも個々の監査調書に行う必要はない。","[""正"", ""誤""]",0,h28b,kansa,16,監査調書,true
h28b-kansa-16-i,"監査調書に関する出題である。
監査人は，監査において検討された事項又は職業的専門家としての判断の全てを文書
 化することが求められているわけではない。例えば署名された監査契約書は，監査人が
 経営者又は監査役等と合意したということを示しているため，当該合意について別途文
 書化する必要はない。","[""正"", ""誤""]",0,h28b,kansa,16,監査調書,true
h28b-kansa-16-u,"監査調書に関する出題である。
監査調書は，監査人の総括的な目的の達成に関する監査人の結論についての基礎とな
 る証拠を提供するものであるため，いかなる理由があっても，監査報告書日後に監査調
 書に追加あるいは変更を加えることは認められない。","[""正"", ""誤""]",1,h28b,kansa,16,監査調書,true
h28b-kansa-16-e,"監査調書に関する出題である。
監査人は，重要な事項に関する結論を形成する過程で，矛盾した情報を識別した場合
 において，矛盾した情報への監査人の対応として既存の文書を修正する際には，修正前
 の文書も併せて残さなければならない。","[""正"", ""誤""]",1,h28b,kansa,16,監査調書,true
h28b-kansa-17-a,"後発事象等の監査に関する出題である。
監査人は，監査報告書日には存在せず，その翌日から財務諸表の発行日までの間に発 生した事象を識別した場合には，当該事象に関して監査手続を実施する必要はない。","[""正"", ""誤""]",0,h28b,kansa,17,後発事象等の監査,true
h28b-kansa-17-i,"後発事象等の監査に関する出題である。
我が国において一般に公正妥当と認められる監査の基準では，国際監査基準に倣っ
 て，後発事象は，期末日の翌日から監査報告書日までに発生した事象と，監査報告書日
 後に監査人が知るところとなった事実を含むものとされている。","[""正"", ""誤""]",1,h28b,kansa,17,後発事象等の監査,true
h28b-kansa-17-u,"後発事象等の監査に関する出題である。
財務諸表の利用者の理解に関連するため説明を付す必要があると監査人が判断した修
 正後発事象は，監査報告書のその他の記載事項区分に記載されなければならない。","[""正"", ""誤""]",1,h28b,kansa,17,後発事象等の監査,true
h28b-kansa-17-e,"後発事象等の監査に関する出題である。
監査人は，財務諸表が発行された後に，もし監査報告書日現在に気付いていたとした
 ら監査報告書を修正する原因となった可能性のある事実が判明した場合には，財務諸表
の訂正が必要かどうかを判断しなければならない。","[""正"", ""誤""]",0,h28b,kansa,17,後発事象等の監査,true
h28b-kansa-18-a,"財務諸表監査における意見表明に関する出題である。
監査人は，監査意見を表明するに当たり，新たに生じた会計事象について適用すべき
 会計方針が明確でない場合，既に公表されている法令又は明文化された会計基準やその
 解釈に関わる指針等の趣旨を踏まえて，経営者が選択適用した会計方針が取引の実態を
 適切に反映するものであるかどうかを自己の判断で評価しなければならない。","[""正"", ""誤""]",0,h28b,kansa,18,財務諸表監査における意見表明,true
h28b-kansa-18-i,"財務諸表監査における意見表明に関する出題である。
意見表明のための十分かつ適切な監査証拠を入手できず，監査意見を表明しない場 合，あたかも十分かつ適切な監査証拠を入手したかのような誤解を財務諸表利用者に与 えないようにするため，監査人は監査報告書の冒頭において，監査を行った旨を記載し てはならない。","[""正"", ""誤""]",1,h28b,kansa,18,財務諸表監査における意見表明,true
h28b-kansa-18-u,"財務諸表監査における意見表明に関する出題である。
監査人が，監査した財務諸表及び監査報告書を含む開示書類における財務諸表及び監
 査報告書以外の情報を通読し，それらの情報と財務諸表に含まれる情報とに重要な相違
 があることに気付いた場合であっても，財務諸表に修正すべき点がないときは，無限定
 意見を記載した監査報告書を発行しなければならない。","[""正"", ""誤""]",1,h28b,kansa,18,財務諸表監査における意見表明,true
h28b-kansa-18-e,"財務諸表監査における意見表明に関する出題である。
経営者確認書において，監査に関連して監査人が依頼した全ての情報を入手する機会
 を監査人に提供した旨の確認が得られない場合，経営者が監査に関連する全ての情報を
 提供したと結論づけることができないため，監査人は意見を表明してはならない。","[""正"", ""誤""]",0,h28b,kansa,18,財務諸表監査における意見表明,true
h28b-kansa-19-a,"「監査における不正リスク対応基準」に関する出題である。
監査人は，不正による重要な虚偽の表示を示唆する状況を識別している場合であって
 も，これを不正による重要な虚偽の表示の疑義として扱うと判断するまでは，本基準に
 準拠した監査を実施する必要はない。","[""正"", ""誤""]",1,h28b,kansa,19,「監査における不正リスク対応基準」,true
h28b-kansa-19-i,"「監査における不正リスク対応基準」に関する出題である。
監査人は，四半期レビューの過程において，不正による重要な虚偽表示の疑義に相当
 するものが四半期財務諸表に含まれていると判断した場合であっても，本基準に準拠し
 て追加的手続を実施することは求められない。","[""正"", ""誤""]",0,h28b,kansa,19,「監査における不正リスク対応基準」,true
h28b-kansa-19-u,"「監査における不正リスク対応基準」に関する出題である。
監査人は，監査実施の過程で，重要な取引に関して証拠となる重要な文書を経営者が
 紛失していることを識別した場合には，不正による重要な虚偽の表示の疑義があると判
 断した上で，経営者に質問し説明を求めるとともに，追加的な監査手続を実施しなけれ
 ばならない。","[""正"", ""誤""]",1,h28b,kansa,19,「監査における不正リスク対応基準」,true
h28b-kansa-19-e,"「監査における不正リスク対応基準」に関する出題である。
監査人は，監査実施の過程で，経営者の関与が疑われる不正を発見した場合には，経
 営者に問題点の是正等適切な措置を求める前に，監査役等に報告するとともに，監査役
 等と協議しなければならない。","[""正"", ""誤""]",0,h28b,kansa,19,「監査における不正リスク対応基準」,true
h28b-kansa-20-a,"比較情報の監査に関する出題である。
比較情報が対応数値として表示される場合，以前に発行した前年度の監査報告書にお
 いて除外事項付意見が表明されており，かつ，当該除外事項付意見の原因となった事項
 が未解消であるときは，監査人は，当年度の財務諸表に対して無限定意見を表明するこ
 とはできない。","[""正"", ""誤""]",0,h28b,kansa,20,比較情報の監査,true
h28b-kansa-20-i,"比較情報の監査に関する出題である。
比較情報が対応数値として表示される場合，監査人が，当年度の監査において，以前
 に無限定意見が表明されている前年度の財務諸表に重要な虚偽表示が存在するという監
 査証拠を入手したとしても，対応数値が適切に修正再表示され，かつ，開示が妥当であ
 るときには，当年度の財務諸表に含まれる対応数値に関する除外事項付意見は表明され
 ない。","[""正"", ""誤""]",0,h28b,kansa,20,比較情報の監査,true
h28b-kansa-20-u,"比較情報の監査に関する出題である。
比較情報が比較財務諸表として表示される場合，当年度の監査に関連して前年度の財
 務諸表に対して監査意見を表明するに当たり，前年度の財務諸表に対する意見が以前に
 表明した意見と異なることとなったときには，監査人は監査報告書の強調事項区分で監
 査意見が異なる理由を記載しなければならない。","[""正"", ""誤""]",1,h28b,kansa,20,比較情報の監査,true
h28b-kansa-20-e,"比較情報の監査に関する出題である。
比較情報が比較財務諸表として表示される場合，監査人が当年度の監査において，前
 任監査人が以前に無限定意見を表明した前年度の財務諸表に重要な影響を及ぼす虚偽表
 示が存在すると判断するときには，当該虚偽表示について経営者，監査役等及び前任監
 査人に報告しなければならない。","[""正"", ""誤""]",1,h28b,kansa,20,比較情報の監査,true
h29a-kansa-1-a,"公認会計士監査の意義に関する出題である。
公認会計士は，財務諸表に対する監査意見を形成する過程において被監査会社の内部
 統制の整備及び運用状況を評価するが，財務諸表の表示が適正である旨の監査意見は，
 内部統制が有効に整備及び運用されていることを意味するものではない。","[""正"", ""誤""]",0,h29a,kansa,1,公認会計士監査の意義,true
h29a-kansa-1-i,"公認会計士監査の意義に関する出題である。
公認会計士による財務諸表の監査は，財務諸表の信頼性を担保するための制度であっ
 て，被監査会社の経営が有効かつ効率的に行われていることや，被監査会社において法
 令等が遵守されていることを担保するための制度ではない。","[""正"", ""誤""]",0,h29a,kansa,1,公認会計士監査の意義,true
h29a-kansa-1-u,"公認会計士監査の意義に関する出題である。
取締役が会社の目的の範囲外の行為をするおそれがあり，当該行為が会社に対して著
 しい損害をもたらすおそれがある場合，会計監査人としての公認会計士は，当該取締役
 に対して当該行為をやめることを請求することができる。","[""正"", ""誤""]",1,h29a,kansa,1,公認会計士監査の意義,true
h29a-kansa-1-e,"公認会計士監査の意義に関する出題である。
公認会計士による財務諸表監査の基礎となる二重責任の原則は，適正な財務諸表を作
 成することについて経営者と公認会計士が分担して責任を有することを意味するもので
 あり，利用者の意思決定に有用な財務諸表を提供するために不可欠な原則である。","[""正"", ""誤""]",1,h29a,kansa,1,公認会計士監査の意義,true
h29a-kansa-2-a,"公認会計士監査制度の歴史に関する出題である。
昭和 20 年代には，証券取引法及び公認会計士法が成立し，施行されるとともに，企 業会計原則が設定され，我が国における会計及び監査制度の基盤が整備された。また， 公認会計士法に基づいて第 1 回の公認会計士試験が実施された。","[""正"", ""誤""]",0,h29a,kansa,2,公認会計士監査制度の歴史,true
h29a-kansa-2-i,"公認会計士監査制度の歴史に関する出題である。
昭和 30 年代には，企業活動が国際化したことに伴い，海外の会計事務所と連携して 組織的な監査を実施する必要性が高まったことを受け，公認会計士法が改正され，監査 法人を組織することが法律上認められることとなった。","[""正"", ""誤""]",1,h29a,kansa,2,公認会計士監査制度の歴史,true
h29a-kansa-2-u,"公認会計士監査制度の歴史に関する出題である。
昭和 40 年代には，いわゆる粉飾決算事件が多発したことを受け，株式会社等の監査 等に関する商法の特例に関する法律が成立し，施行され，同法で規定される大会社に対 して会計監査人による監査が義務付けられた。","[""正"", ""誤""]",0,h29a,kansa,2,公認会計士監査制度の歴史,true
h29a-kansa-2-e,"公認会計士監査制度の歴史に関する出題である。
昭和 50 年代には，監査法人制度が社会制度として定着した一方で，監査基準を補足 する具体的な指針を示す役割は日本公認会計士協会に委ねられることとなったため，監 査実施準則及び監査報告準則が廃止された。","[""正"", ""誤""]",1,h29a,kansa,2,公認会計士監査制度の歴史,true
h29a-kansa-3-a,"公認会計士法に関する出題である。
公認会計士法第 1 条では，公認会計士の使命として，財務に関する情報の信頼性を確 保することにより投資者の保護を図ることのほか，会社等の公正な事業活動を図ること 及び債権者の保護を図ることを定めている。","[""正"", ""誤""]",0,h29a,kansa,3,公認会計士法,true
h29a-kansa-3-i,"公認会計士法に関する出題である。
無限責任監査法人における指定証明に関して，被監査会社等に対して負担することと
 なった当該法人の債務を，当該法人の財産をもって完済することができないときは，指
 定社員が連帯してその弁済の責任を負う。","[""正"", ""誤""]",0,h29a,kansa,3,公認会計士法,true
h29a-kansa-3-u,"公認会計士法に関する出題である。
監査法人の社員が，故意により，虚偽，錯誤又は脱漏のある財務書類を虚偽，錯誤及
 び脱漏のないものとして証明した場合，当該監査法人は公認会計士法違反により刑事責
 任を問われることがある。","[""正"", ""誤""]",1,h29a,kansa,3,公認会計士法,true
h29a-kansa-3-e,"公認会計士法に関する出題である。
監査法人の社員が，虚偽，錯誤又は脱漏のある財務書類を虚偽，錯誤及び脱漏のない
 ものとして証明した場合，内閣総理大臣は，当該監査法人に対して，法に定める期間以
 内の業務停止と，法に定める範囲内の課徴金納付を併せて命じることはできない。","[""正"", ""誤""]",1,h29a,kansa,3,公認会計士法,true
h29a-kansa-4-a,"金融商品取引法監査制度に関する出題である。
金融商品取引法により，公認会計士又は監査法人による監査証明を受けた財務計算に
 関する書類を含む有価証券報告書の提出を義務付けられるのは，金融商品取引所に上場
 されている有価証券の発行会社に限定される。","[""正"", ""誤""]",1,h29a,kansa,4,金融商品取引法監査制度,true
h29a-kansa-4-i,"金融商品取引法監査制度に関する出題である。
有価証券届出書は臨時報告書と同様に不定期開示であることから，有価証券届出書に
 含まれる財務計算に関する書類は，金融商品取引法に基づき実施される監査証明の対象
 とならない。","[""正"", ""誤""]",1,h29a,kansa,4,金融商品取引法監査制度,true
h29a-kansa-4-u,"金融商品取引法監査制度に関する出題である。
監査概要書には，監査の従事者，監査日数その他当該監査に関する事項の概要が記載
 されなければならない。加えて，無限定適正意見以外の意見が表明される場合には，そ
 の理由が記載されなければならない。","[""正"", ""誤""]",0,h29a,kansa,4,金融商品取引法監査制度,true
h29a-kansa-4-e,"金融商品取引法監査制度に関する出題である。
内国会社は，財務計算に関する書類に対する監査証明を受けた上で，原則として事業 年度経過後 3 か月以内に当該財務計算に関する書類を含む有価証券報告書を内閣総理大 臣に提出しなければならない。内閣総理大臣は，当該有価証券報告書を受理した日から
5 年を経過する日までの間，当該報告書を公衆縦覧に供しなければならない。","[""正"", ""誤""]",0,h29a,kansa,4,金融商品取引法監査制度,true
h29a-kansa-5-a,"会計監査人監査制度に関する出題である。
大会社以外の会社で会計監査人を設置する会社は，定款において会計監査人を置くこ
 とを定めなければならない。","[""正"", ""誤""]",0,h29a,kansa,5,会計監査人監査制度,true
h29a-kansa-5-i,"会計監査人監査制度に関する出題である。
会計監査人は，会計監査人の職務の遂行が適正に行われることを確保するための体制
 に関する事項を，全ての監査役が既に知っているか否かにかかわらず，特定監査役に通
 知しなければならない。","[""正"", ""誤""]",1,h29a,kansa,5,会計監査人監査制度,true
h29a-kansa-5-u,"会計監査人監査制度に関する出題である。
会計監査人が計算書類に対して除外事項を付した限定付適正意見を表明した場合に は，会社は定時株主総会終結後の公告においてその旨を明らかにしなければならない。","[""正"", ""誤""]",1,h29a,kansa,5,会計監査人監査制度,true
h29a-kansa-5-e,"会計監査人監査制度に関する出題である。
会計監査人の任期は，選任後 1 年以内に終了する事業年度のうち最終のものに関する 定時株主総会の終結の時までであり，任期満了となる定時株主総会において別段の決議
がなければ，会計監査人は当該株主総会において再任されたものとみなされる。","[""正"", ""誤""]",0,h29a,kansa,5,会計監査人監査制度,true
h29a-kansa-6-a,"四半期レビューに関する出題である。
四半期レビューは，財務諸表には全体として重要な虚偽の表示がないということにつ
 いて合理的な保証を得るために実施される年度の財務諸表の監査と同様の保証を得るこ
 とを目的とするものではない。","[""正"", ""誤""]",0,h29a,kansa,6,四半期レビュー,true
h29a-kansa-6-i,"四半期レビューに関する出題である。
無限定の結論を表明する場合，監査人は，四半期レビュー報告書において，四半期レ
 ビューは質問，分析的手続その他の四半期レビュー手続からなり，年度の財務諸表の監
 査に比べて限定的な手続からなることを記載しなければならない。","[""正"", ""誤""]",0,h29a,kansa,6,四半期レビュー,true
h29a-kansa-6-u,"四半期レビューに関する出題である。
前事業年度の決算日における継続企業の前提に重要な疑義を生じさせる事象又は状況
 に大きな変化がある場合には，監査人は，少なくとも当四半期会計期間末から翌四半期
 会計期間末までの継続企業の前提に関する事項について検討しなければならない。","[""正"", ""誤""]",1,h29a,kansa,6,四半期レビュー,true
h29a-kansa-6-e,"四半期レビューに関する出題である。
監査人は，重要な四半期レビュー手続を実施できず，その影響が重要であると判断し
 たため四半期財務諸表に対する結論を表明しない場合でも，四半期レビュー報告書にお
 いて，我が国において一般に公正妥当と認められる四半期レビューの基準に準拠して四
 半期レビューを行った旨を記載しなければならない。","[""正"", ""誤""]",1,h29a,kansa,6,四半期レビュー,true
h29a-kansa-7-a,"内部統制監査報告書に関する出題である。
経営者が財務報告に係る内部統制に開示すべき重要な不備の内容及びそれが是正され
 ない理由を内部統制報告書に記載している場合，監査人は，当該開示すべき重要な不備
 がある旨及び当該開示すべき重要な不備が財務諸表監査に及ぼす影響を内部統制監査報
 告書に追記しなければならない。","[""正"", ""誤""]",0,h29a,kansa,7,内部統制監査報告書,true
h29a-kansa-7-i,"内部統制監査報告書に関する出題である。
監査人が監査の過程で発見した開示すべき重要な不備を，それが内部統制報告書にお
 ける評価時点までに是正されていることを理由として経営者が内部統制報告書において
 開示していない場合，監査人は，当該事項の重要性に鑑み，除外事項を付した限定付適
 正意見又は不適正意見を表明しなければならない。","[""正"", ""誤""]",1,h29a,kansa,7,内部統制監査報告書,true
h29a-kansa-7-u,"内部統制監査報告書に関する出題である。
監査人は，経営者がやむを得ない事情によって評価手続の一部を実施できなかったこ
 とに正当な理由が認められると判断した。この場合において，当該範囲を除いて，内部
 統制報告書が一般に公正妥当と認められる内部統制の評価の基準に準拠して，財務報告
 に係る内部統制の評価について，すべての重要な点において適正に表示していると認め
 られると判断したときには，監査人は，内部統制監査報告書において無限定適正意見を
 表明する。","[""正"", ""誤""]",0,h29a,kansa,7,内部統制監査報告書,true
h29a-kansa-7-e,"内部統制監査報告書に関する出題である。
経営者が期末日後に実施された是正措置の内容を内部統制報告書に付記事項として記
 載している場合で，監査人が当該記載を適切ではないと判断したときには，監査人は，
 内部統制監査報告書において当該不適切な記載についての除外事項を付した限定付適正
 意見を表明しなければならない。","[""正"", ""誤""]",1,h29a,kansa,7,内部統制監査報告書,true
h29a-kansa-8-a,"監査の品質管理に関する出題である。
監査事務所は，独立性の保持のための方針及び手続を定めるとともに，独立性の保持
 が要求される全ての社員等及び専門職員から，独立性の保持のための方針及び手続の遵
 守に関する確認書を，少なくとも年に一度入手しなければならない。","[""正"", ""誤""]",0,h29a,kansa,8,監査の品質管理,true
h29a-kansa-8-i,"監査の品質管理に関する出題である。
監査人は，同一の事業年度の財務情報に対して，金融商品取引法に基づく監査と会社
 法に基づく監査を同時に行っている場合，監査調書を一つの監査ファイルに整理するこ
 とができる。また，監査人は，四半期レビューに関する調書のファイルと，年度監査の
 監査ファイルを一つのファイルに整理することができる。","[""正"", ""誤""]",1,h29a,kansa,8,監査の品質管理,true
h29a-kansa-8-u,"監査の品質管理に関する出題である。
監査チームと専門的な見解の問合せの助言者との間で監査上の判断の相違が解決され
 ていない場合であっても，監査責任者は，監査意見が適切に形成されていることを確認
 できるように監査調書を作成すれば，監査報告書を発行することができる。","[""正"", ""誤""]",1,h29a,kansa,8,監査の品質管理,true
h29a-kansa-8-e,"監査の品質管理に関する出題である。
監査事務所は，監査チームによる監査意見の形成について適切な審査が行われている
 ことを確かめなければならないが，任意監査のうち，監査報告の対象となる財務諸表の
 社会的影響が小さく，かつ，監査報告の利用者が限定されている監査業務については，
 監査意見が適切に形成されていることを確認できる他の方法を定めた上で，審査を要し
 ないとすることができる。","[""正"", ""誤""]",0,h29a,kansa,8,監査の品質管理,true
h29a-kansa-9-a,"会計上の見積りの監査に関する出題である。
経営者が会計上の見積りを行う方法を前年度から変更している場合，監査人は，その
 変更が恣意的なものではなく相当の理由があるかどうか及び会計上の見積りを行う方法
 を変更することが認められる状況の変更があったかどうかを判断しなければならない。","[""正"", ""誤""]",0,h29a,kansa,9,会計上の見積りの監査,true
h29a-kansa-9-i,"会計上の見積りの監査に関する出題である。
監査人は，経営者が会計上の見積りを行った方法に関連する内部統制の運用評価手続
 を実施した上で，経営者が使用した重要な仮定の合理性を評価するとともに，監査人に
 よる見積額又は許容範囲を設定しなければならない。","[""正"", ""誤""]",1,h29a,kansa,9,会計上の見積りの監査,true
h29a-kansa-9-u,"会計上の見積りの監査に関する出題である。
監査人は，会計上の見積りにより特別な検討を必要とするリスクが生じている場合，
 経営者が代替的な仮定又は結果を検討していなければ，経営者は見積りの不確実性に適
 切に対処していないと判断しなければならない。","[""正"", ""誤""]",1,h29a,kansa,9,会計上の見積りの監査,true
h29a-kansa-9-e,"会計上の見積りの監査に関する出題である。
監査人は，会計上の見積りの確定額を前年度の財務諸表に計上された見積額と比較検
 討しなければならない。その結果，両者に差異があったとしても，必ずしも前年度の財
 務諸表に虚偽表示があったと判断する必要はない。","[""正"", ""誤""]",0,h29a,kansa,9,会計上の見積りの監査,true
h29a-kansa-10-a,"グループ監査に関する出題である。
グループ監査チームは，構成単位の監査人に独立性がないと判断した場合であって も，その構成単位の監査人の作業に関与し，追加の監査手続を実施すれば，構成単位の 財務情報に関する作業の実施を当該構成単位の監査人に依頼することができる。","[""正"", ""誤""]",1,h29a,kansa,10,グループ監査,true
h29a-kansa-10-i,"グループ監査に関する出題である。
グループ監査においては，重要な構成単位以外の構成単位についても，構成単位の重
 要性の基準値に基づく構成単位の財務情報の監査を実施しなければ，グループ財務諸表
 についての意見表明の基礎となる十分かつ適切な監査証拠を入手することはできない。","[""正"", ""誤""]",1,h29a,kansa,10,グループ監査,true
h29a-kansa-10-u,"グループ監査に関する出題である。
グループ監査チームは，グループ財務諸表において，特定の種類の収益について不正
 による重要な虚偽表示リスクを識別している場合でも，重要な構成単位の全ての種類の
 収益について不正による重要な虚偽表示リスクを識別することは必ずしも要しない。","[""正"", ""誤""]",0,h29a,kansa,10,グループ監査,true
h29a-kansa-10-e,"グループ監査に関する出題である。
構成単位の監査人は，グループ財務諸表の監査のために構成単位の財務情報に関する
 作業を実施するが，グループ財務諸表の監査意見については責任を有しない。","[""正"", ""誤""]",0,h29a,kansa,10,グループ監査,true
h29a-kansa-11-a,"我が国における一般に公正妥当と認められる監査の基準に関する出題である。
日本公認会計士協会の各委員会が公表する報告書又は実務指針は，我が国における一
 般に公正妥当と認められる監査の基準の一部を構成しているが，企業会計審議会の設定
 する監査基準との間には，同じ事項について用語や表現が異なるものがある。","[""正"", ""誤""]",0,h29a,kansa,11,我が国における一般に公正妥当と認められる監査の基準,true
h29a-kansa-11-i,"我が国における一般に公正妥当と認められる監査の基準に関する出題である。
我が国における一般に公正妥当と認められる監査の基準の一部を構成している日本公
 認会計士協会が公表した監査基準委員会報告書は，国際監査基準の明瞭性プロジェクト
 により改訂された監査基準等に対応して改正が進められており，日本独自の内容を持つ
 監査基準委員会報告書は全て廃止された。","[""正"", ""誤""]",1,h29a,kansa,11,我が国における一般に公正妥当と認められる監査の基準,true
h29a-kansa-11-u,"我が国における一般に公正妥当と認められる監査の基準に関する出題である。
かつて，監査基準は，監査実務の中に慣習として発達したもののなかから，一般に公
 正妥当と認められたところを帰納要約した原則であると述べられていた。現在の監査基
 準の設定においては，監査基準は，国際的な議論の動向や，日本の公認会計士監査をよ
 り実効性のあるものとする観点から改訂されることもある。","[""正"", ""誤""]",0,h29a,kansa,11,我が国における一般に公正妥当と認められる監査の基準,true
h29a-kansa-11-e,"我が国における一般に公正妥当と認められる監査の基準に関する出題である。
我が国における一般に公正妥当と認められる監査の基準の中には，監査基準に加え て，監査に関する品質管理基準や監査における不正リスク対応基準が含まれるが，これ らの適用範囲に違いはない。","[""正"", ""誤""]",1,h29a,kansa,11,我が国における一般に公正妥当と認められる監査の基準,true
h29a-kansa-12-a,"監査基準の一般基準に関する出題である。
監査人の独立性は，一般に監査人の身分的・経済的独立性と精神的独立性からなり，
 精神的独立性の保持が必要となるのは，身分的・経済的独立性に影響を与える可能性が
 あるからである。","[""正"", ""誤""]",1,h29a,kansa,12,監査基準の一般基準,true
h29a-kansa-12-i,"監査基準の一般基準に関する出題である。
監査人は業務上知り得た事項を正当な理由なく他に漏らしてはならないが，同一の監
 査事務所内における監査業務の審査担当者に対しては，守秘義務を解除する手続は必要
 ない。","[""正"", ""誤""]",0,h29a,kansa,12,監査基準の一般基準,true
h29a-kansa-12-u,"監査基準の一般基準に関する出題である。
職業的懐疑心は，誤謬又は不正による虚偽表示の可能性を示す状態に常に注意し，監
 査証拠を鵜呑みにせず，批判的に評価する姿勢をいうが，その考え方は，経営者が誠実
 であるとも不誠実であるとも想定しない中立的な観点に立つものである。","[""正"", ""誤""]",0,h29a,kansa,12,監査基準の一般基準,true
h29a-kansa-12-e,"監査基準の一般基準に関する出題である。
他の監査人が実施した監査業務の品質管理は，他の監査人においてなされるべきであ
 るので，主たる監査人は，他の監査人の監査結果の利用に関しては，監査業務の質の確
 保は求められていない。","[""正"", ""誤""]",1,h29a,kansa,12,監査基準の一般基準,true
h29a-kansa-13-a,"監査調書に関する出題である。
監査調書を作成する目的には，監査人が実施した作業の説明根拠にすることのほか，
 監査計画を策定する際及び監査を実施する際の支援とすることも含まれる。","[""正"", ""誤""]",0,h29a,kansa,13,監査調書,true
h29a-kansa-13-i,"監査調書に関する出題である。
監査人にとっては，適時に監査調書を作成することは必要ではない。","[""正"", ""誤""]",1,h29a,kansa,13,監査調書,true
h29a-kansa-13-u,"監査調書に関する出題である。
監査人は，実施した監査手続の種類，時期及び範囲の文書化において，監査手続を実 施した者及びその完了日を記録する必要はあるが，査閲をした者を記録する必要はない。","[""正"", ""誤""]",1,h29a,kansa,13,監査調書,true
h29a-kansa-13-e,"監査調書に関する出題である。
監査調書には，監査人による記録だけではなく，企業が作成した文書が含まれること
がある。","[""正"", ""誤""]",0,h29a,kansa,13,監査調書,true
h29a-kansa-14-a,"分析的実証手続に関する出題である。
監査人は，推定値を設定するに当たり使用するデータの信頼性を評価しなければなら
 ないが，企業外部の独立した情報源からデータを入手する場合には，その信頼性を評価
 する必要はない。","[""正"", ""誤""]",1,h29a,kansa,14,分析的実証手続,true
h29a-kansa-14-i,"分析的実証手続に関する出題である。
特定の分析的実証手続が適切かどうかは，アサーションの種類及び監査人の重要な虚 偽表示リスクの評価によって影響を受ける。例えば年度を通じて給与月額及び従業員数 が明らかであり，監査人が年度の給与合計を高い精度で見積もることができる場合に は，分析的実証手続の実施が適切である。","[""正"", ""誤""]",0,h29a,kansa,14,分析的実証手続,true
h29a-kansa-14-u,"分析的実証手続に関する出題である。
監査人は，計上された金額と監査人の推定値との差異に対して，追加的な調査を行わ
 なくても監査上許容できる差異の金額を決定しなければならないが，評価した重要な虚
 偽表示リスクが高く，より確かな心証が得られる証拠を入手する必要がある場合，当該
 許容可能な差異の金額は小さくなる。","[""正"", ""誤""]",0,h29a,kansa,14,分析的実証手続,true
h29a-kansa-14-e,"分析的実証手続に関する出題である。
監査人は，分析的実証手続の結果，推定値と大きく乖離する変動を識別した場合，経
 営者に質問し，経営者の回答に関する適切な監査証拠を入手するとともに，推定値を見
 直さなければならない。","[""正"", ""誤""]",1,h29a,kansa,14,分析的実証手続,true
h29a-kansa-15-a,"財務諸表監査において監査人が検討する内部統制に関する出題である。
手作業による内部統制は，容易に回避，無視又は無効化することができ，また，単純
 な間違いを起こしやすいため，一般的に，自動化された内部統制ほど信頼性は高くない
 が，適切な判断や裁量が必要とされる場合には，手作業による内部統制の方が適切にな
 ることがある。","[""正"", ""誤""]",0,h29a,kansa,15,財務諸表監査において監査人が検討する内部統制,true
